id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,detailed_season,neighbourhood_group
1589238.0,,,,,OCEANFRONT  WESTSIDE  (TVRNCU-1094),,,,8478464,,,,,,,,,,,,,,,,,,Waimea-Kekaha,,,21.96173,-159.70268,,Entire home/apt,,,,,,,193,1,,,,,,,,,,,,,259,,397,,,,2022-08-25,,,,,,,,,,1,,,,3.65,Late Summer,Kauai
14320181.0,,,,,🌞The Sunshine House 🌞Creekside🥂,,,,215804,,,,,,,,,,,,,,,,,,Topanga,,,34.08972,-118.60162,,Entire home/apt,,,,,,,190,1,,,,,,,,,,,,,64,,397,,,,2022-08-26,,,,,,,,,,3,,,,5.39,Late Summer,Unincorporated Areas
13355002.0,,,,,Newly renovated apt w/parking space,,,,75730551,,,,,,,,,,,,,,,,,,Canarsie,,,40.637,-73.90969,,Entire home/apt,,,,,,,181,2,,,,,,,,,,,,,309,,397,,,,2022-09-04,,,,,,,,,,1,,,,5.22,Early Fall,Brooklyn
6091637.0,,,,,Puna  Rainforest Retreat Hotspring: Green Bamboo,,,,25115999,,,,,,,,,,,,,,,,,,Puna,,,19.44367,-154.9472,,Entire home/apt,,,,,,,138,1,,,,,,,,,,,,,213,,397,,,,2022-08-26,,,,,,,,,,5,,,,4.52,Late Summer,Hawaii
262648.0,,,,,Peaceful & Sweet Studio Style Condo,,,,1378424,,,,,,,,,,,,,,,,,,North Shore Kauai,,,22.218618,-159.470871,,Entire home/apt,,,,,,,234,2,,,,,,,,,,,,,45,,396,,,,2022-09-04,,,,,,,,,,2,,,,3.08,Early Fall,Kauai
18565752.0,,,,,"""WELCOME TO BROOKLYN"" PARK SIDE VIEW STUDIO APT",,,,52403444,,,,,,,,,,,,,,,,,,Bedford-Stuyvesant,,,40.69024,-73.94671,,Entire home/apt,,,,,,,127,1,,,,,,,,,,,,,29,,396,,,,2022-08-23,,,,,,,,,,5,,,,6.09,Late Summer,Brooklyn
4871348.0,,,,,Private Entrance Bed & Bath - Fremont/Wallingford,,,,23468824,,,,,,,,,,,,,,,,,,Fremont,,,47.65904,-122.34645,,Entire home/apt,,,,,,,123,14,,,,,,,,,,,,,27,,396,,,,2022-08-30,,,,,,,,,,1,,,,4.22,Late Summer,Other neighborhoods
6292624.0,,,,,Welcome to your Home away from home  -Full Kitchen,,,,21751820,,,,,,,,,,,,,,,,,,Sawtelle,,,34.02811,-118.44127,,Entire home/apt,,,,,,,125,1,,,,,,,,,,,,,240,,396,,,,2022-09-04,,,,,,,,,,1,,,,4.44,Early Fall,City of Los Angeles
25869970.0,,,,,Paolo's Ladder,,,,41952159,,,,,,,,,,,,,,,,,,Topanga,,,34.1133,-118.62225,,Entire home/apt,,,,,,,206,1,,,,,,,,,,,,,317,,395,,,,2022-08-25,,,,,,,,,,3,,,,7.69,Late Summer,Unincorporated Areas
19598979.0,,,,,Basement  bungalow w private entrnc,,,,55046216,,,,,,,,,,,,,,,,,,Greenwood,,,47.68606,-122.35493,,Entire home/apt,,,,,,,99,1,,,,,,,,,,,,,330,,395,,,,2022-08-31,,,,,,,,,,1,,,,6.23,Late Summer,Other neighborhoods
5715049.0,,,,,Park Block Studio,,,,29628369,,,,,,,,,,,,,,,,,,Park Slope,,,40.6662,-73.97799,,Entire home/apt,,,,,,,225,2,,,,,,,,,,,,,286,,395,,,,2022-08-28,,,,,,,,,,1,,,,4.36,Late Summer,Brooklyn
21896537.0,,,,,Private Williamsburg apartment,,,,50072658,,,,,,,,,,,,,,,,,,Williamsburg,,,40.71333,-73.94055,,Entire home/apt,,,,,,,107,1,,,,,,,,,,,,,147,,394,,,,2022-08-10,,,,,,,,,,1,,,,6.77,Late Summer,Brooklyn
17221609.0,,,,,Beach Drive Cottage,,,,115961154,,,,,,,,,,,,,,,,,,Alki,,,47.56681,-122.40863,,Entire home/apt,,,,,,,80,1,,,,,,,,,,,,,281,,394,,,,2022-09-14,,,,,,,,,,1,,,,5.79,Early Fall,West Seattle
9646126.0,,,,,"Entire Place, Parking, Train, Laundry, DTV",,,,6790833,,,,,,,,,,,,,,,,,,Pasadena,,,34.14964,-118.12119,,Entire home/apt,,,,,,,95,1,,,,,,,,,,,,,315,,394,,,,2022-08-27,,,,,,,,,,4,,,,4.84,Late Summer,Other Cities
3663178.0,,,,,"Landmark Cottage, Brownstone block",,,,710916,,,,,,,,,,,,,,,,,,Crown Heights,,,40.67651,-73.94466,,Entire home/apt,,,,,,,225,2,,,,,,,,,,,,,262,,394,,,,2022-08-31,,,,,,,,,,1,,,,4.01,Late Summer,Brooklyn
7461720.0,,,,,Townhouse Bonus Room w/Private Bath,,,,942252,,,,,,,,,,,,,,,,,,Prospect Heights,,,40.67919,-73.9685,,Private room,,,,,,,88,1,,,,,,,,,,,,,37,,394,,,,2022-09-03,,,,,,,,,,2,,,,4.54,Early Fall,Brooklyn
36235192.0,,,,,Romantic cottage w outdoor soaking tub on trails,,,,224511939,,,,,,,,,,,,,,,,,,Topanga,,,34.12529,-118.60141,,Entire home/apt,,,,,,,170,1,,,,,,,,,,,,,155,,394,,,,2022-09-02,,,,,,,,,,3,,,,10.2,Early Fall,Unincorporated Areas
10020120.0,,,,,Unique Kihei Studio,,,,1571696,,,,,,,,,,,,,,,,,,Kihei-Makena,,,20.76584,-156.45725,,Entire home/apt,,,,,,,191,1,,,,,,,,,,,,,242,,393,,,,2022-09-02,,,,,,,,,,1,,,,4.83,Early Fall,Maui
36603045.0,,,,,Stunning Capitol Hill View Apartment,,,,275133079,,,,,,,,,,,,,,,,,,Broadway,,,47.61985,-122.31413,,Entire home/apt,,,,,,,175,1,,,,,,,,,,,,,103,,393,,,,2022-09-16,,,,,,,,,,1,,,,10.29,Early Fall,Capitol Hill
15785088.0,,,,,"Spacious Clinton Hill Apartment- Brooklyn, NY",,,,102103075,,,,,,,,,,,,,,,,,,Clinton Hill,,,40.68089,-73.9629,,Private room,,,,,,,206,2,,,,,,,,,,,,,0,,393,,,,2022-07-24,,,,,,,,,,1,,,,5.53,Early Summer,Brooklyn
9140.0,,,,,City Place Lofts,,,,28350,,,,,,,,,,,,,,,,,,Long Beach,,,33.77202,-118.18852,,Private room,,,,,,,80,31,,,,,,,,,,,,,0,,393,,,,2019-11-25,,,,,,,,,,1,,,,3.38,Late Fall,Other Cities
823880.0,,,,,"Clean Private Bedroom on Lower East Side,Manhattan",,,,69685,,,,,,,,,,,,,,,,,,Lower East Side,,,40.71973,-73.99147,,Private room,,,,,,,158,1,,,,,,,,,,,,,32,,393,,,,2022-07-30,,,,,,,,,,1,,,,3.55,Early Summer,Manhattan
7800238.0,,,,,Private Garden Cottage,,,,41056418,,,,,,,,,,,,,,,,,,Mid-Beacon Hill,,,47.55531,-122.30963,,Entire home/apt,,,,,,,85,2,,,,,,,,,,,,,276,,393,,,,2022-09-15,,,,,,,,,,1,,,,4.67,Early Fall,Beacon Hill
3121537.0,,,,,Best Location on College Hill,,,,3485758,,,,,,,,,,,,,,,,,,Providence,,,41.83252,-71.40801,,Private room,,,,,,,85,2,,,,,,,,,,,,,135,,392,,,,2022-09-14,,,,,,,,,,1,,,,3.86,Early Fall,Providence
22408915.0,,,,,Large 2 bd/1 bath. Near LAX. OWNER LIVES NEXT DOOR,,,,15643925,,,,,,,,,,,,,,,,,,Gardena,,,33.90159,-118.31059,,Entire home/apt,,,,,,,146,1,,,,,,,,,,,,,279,,392,,,,2022-08-31,,,,,,,,,,3,,,,6.85,Late Summer,Other Cities
7858021.0,,,,,Entire House Walk to Beach Free Parking,,,,31738529,,,,,,,,,,,,,,,,,,Redondo Beach,,,33.8463,-118.39075,,Entire home/apt,,,,,,,176,3,,,,,,,,,,,,,54,,392,,,,2022-08-29,,,,,,,,,,4,,,,4.55,Late Summer,Other Cities
21581545.0,,,,,"STEPS TO LGA, Citifield near manhattan+TV(RM 3)",,,,156948703,,,,,,,,,,,,,,,,,,East Elmhurst,,,40.76909,-73.87155,,Private room,,,,,,,66,1,,,,,,,,,,,,,194,,392,,,,2022-08-26,,,,,,,,,,5,,,,6.66,Late Summer,Queens
16535785.0,,,,,"Villa Room-Private Master Suite, Bath, & Entrance",,,,27618684,,,,,,,,,,,,,,,,,,Pasadena,,,34.15672,-118.09063,,Private room,,,,,,,98,1,,,,,,,,,,,,,295,,392,,,,2022-07-05,,,,,,,,,,6,,,,5.67,Early Summer,Other Cities
2760968.0,,,,,Sunny Room in the Heart of it All!,,,,14120733,,,,,,,,,,,,,,,,,,Williamsburg,,,40.71495,-73.96079,,Private room,,,,,,,80,2,,,,,,,,,,,,,0,,392,,,,2020-03-09,,,,,,,,,,1,,,,3.86,Early Spring,Brooklyn
19981687.0,,,,,Little Haven on the border of Beverly Hills 2,,,,72761640,,,,,,,,,,,,,,,,,,Pico-Robertson,,,34.06278,-118.37953,,Private room,,,,,,,91,1,,,,,,,,,,,,,173,,391,,,,2022-08-26,,,,,,,,,,2,,,,6.26,Late Summer,City of Los Angeles
8814933.0,,,,,Big Island Ohana with Pool and Ocean Views,,,,1758231,,,,,,,,,,,,,,,,,,North Kona,,,19.66951,-155.98093,,Entire home/apt,,,,,,,120,1,,,,,,,,,,,,,1,,391,,,,2022-09-06,,,,,,,,,,1,,,,4.73,Early Fall,Hawaii
23111634.0,,,,,1BR/1BA -LAX/Beaches/SoFi Stadium/Forum,,,,8157236,,,,,,,,,,,,,,,,,,Inglewood,,,33.97024,-118.36616,,Entire home/apt,,,,,,,135,1,,,,,,,,,,,,,114,,391,,,,2022-09-04,,,,,,,,,,1,,,,7.03,Early Fall,Other Cities
32424881.0,,,,,Romantic Tropical Retreat with a Private Hot Tub!,,,,4365194,,,,,,,,,,,,,,,,,,Long Beach,,,33.79529,-118.20148,,Entire home/apt,,,,,,,197,1,,,,,,,,,,,,,347,,391,,,,2022-09-06,,,,,,,,,,1,,,,9.19,Early Fall,Other Cities
22655428.0,,,,,"Admire Amazing Views from a Modern, Zen-like Guest Suite",,,,2065820,,,,,,,,,,,,,,,,,,Echo Park,,,34.09284,-118.25586,,Entire home/apt,,,,,,,172,1,,,,,,,,,,,,,97,,391,,,,2022-08-18,,,,,,,,,,1,,,,6.97,Late Summer,City of Los Angeles
7291590.0,,,,,Hale Walua Ocean View Artist's Ohana,,,,30669826,,,,,,,,,,,,,,,,,,North Kona,,,19.57887,-155.9494,,Entire home/apt,,,,,,,109,3,,,,,,,,,,,,,30,,391,,,,2022-09-07,,,,,,,,,,1,,,,4.58,Early Fall,Hawaii
34566501.0,,,,,New Tiny House Comfy Cozy/ Six Flags/CalArts,,,,215585609,,,,,,,,,,,,,,,,,,Castaic,,,34.47026,-118.63628,,Entire home/apt,,,,,,,89,1,,,,,,,,,,,,,300,,391,,,,2022-09-06,,,,,,,,,,1,,,,9.78,Early Fall,Unincorporated Areas
438923.0,,,,,"North Shore Resort, Private room",,,,2180698,,,,,,,,,,,,,,,,,,Koolauloa,,,21.69981,-157.99452,,Private room,,,,,,,85,3,,,,,,,,,,,,,203,,391,,,,2022-09-11,,,,,,,,,,1,,,,3.1,Early Fall,Honolulu
25323446.0,,,,,Luxurious 2 bedroom home close to Airport and City,,,,70774951,,,,,,,,,,,,,,,,,,East Elmhurst,,,40.76874,-73.87813,,Entire home/apt,,,,,,,129,1,,,,,,,,,,,,,0,,390,,,,2022-03-27,,,,,,,,,,3,,,,7.48,Early Spring,Queens
28289822.0,,,,,Los Angeles View Park beautiful home.,,,,213646170,,,,,,,,,,,,,,,,,,View Park-Windsor Hills,,,33.99743,-118.33718,,Private room,,,,,,,121,1,,,,,,,,,,,,,72,,390,,,,2022-09-05,,,,,,,,,,2,,,,8.07,Early Fall,Unincorporated Areas
1256665.0,,,,,Peaceful House in Kona Paradise,,,,5659421,,,,,,,,,,,,,,,,,,South Kona,,,19.315,-155.8795,,Entire home/apt,,,,,,,170,2,,,,,,,,,,,,,249,,390,,,,2022-09-07,,,,,,,,,,1,,,,3.47,Early Fall,Hawaii
8866927.0,,,,,Ballard Backyard Bungalow,,,,18687921,,,,,,,,,,,,,,,,,,Loyal Heights,,,47.67825,-122.38652,,Entire home/apt,,,,,,,80,30,,,,,,,,,,,,,0,,390,,,,2022-09-03,,,,,,,,,,1,,,,4.71,Early Fall,Ballard
6087451.0,,,,,"Spacious, Modern Studio in Fremont",,,,19598332,,,,,,,,,,,,,,,,,,Fremont,,,47.65469,-122.35942,,Entire home/apt,,,,,,,131,30,,,,,,,,,,,,,365,,389,,,,2020-05-01,,,,,,,,,,1,,,,4.33,Late Spring,Other neighborhoods
68045.0,,,,,Hale Honu- Paradise at Turtle Bay,,,,10363580,,,,,,,,,,,,,,,,,,Koolauloa,,,21.70082,-157.99377,,Entire home/apt,,,,,,,371,1,,,,,,,,,,,,,303,,389,,,,2022-09-04,,,,,,,,,,3,,,,2.77,Early Fall,Honolulu
7677499.0,,,,,Cozy Private Studio in the Heart of Long Beach,,,,40315840,,,,,,,,,,,,,,,,,,Long Beach,,,33.79189,-118.20295,,Entire home/apt,,,,,,,99,3,,,,,,,,,,,,,273,,389,,,,2022-08-21,,,,,,,,,,1,,,,4.51,Late Summer,Other Cities
15089441.0,,,,,Kuau Surf,,,,95506944,,,,,,,,,,,,,,,,,,Paia-Haiku,,,20.92741,-156.36599,,Entire home/apt,,,,,,,230,1,,,,,,,,,,,,,234,,389,,,,2022-08-25,,,,,,,,,,2,,,,5.38,Late Summer,Maui
11367489.0,,,,,"1 Bedroom, 1 Bathroom, House .",,,,59568661,,,,,,,,,,,,,,,,,,Studio City,,,34.1441,-118.41181,,Private room,,,,,,,149,30,,,,,,,,,,,,,341,,389,,,,2022-08-04,,,,,,,,,,1,,,,4.9,Late Summer,City of Los Angeles
4046863.0,,,,,GREENLAKE BUNGALOW - center of seattle,,,,10061445,,,,,,,,,,,,,,,,,,Wallingford,,,47.66522,-122.33991,,Entire home/apt,,,,,,,216,1,,,,,,,,,,,,,325,,389,,,,2022-08-07,,,,,,,,,,2,,,,3.98,Late Summer,Other neighborhoods
4446316.0,,,,,Spacious Bedroom Private Bathroom W Free Parking,,,,23074989,,,,,,,,,,,,,,,,,,Gardena,,,33.89379,-118.31756,,Private room,,,,,,,68,5,,,,,,,,,,,,,260,,389,,,,2022-08-16,,,,,,,,,,3,,,,4.09,Late Summer,Other Cities
33450087.0,,,,,"Stay in ""The Big Room"" @ The Gilmore",,,,96481344,,,,,,,,,,,,,,,,,,Providence,,,41.81336,-71.42753,,Private room,,,,,,,42,1,,,,,,,,,,,,,30,,389,,,,2022-09-23,,,,,,,,,,8,,,,9.15,Early Fall,Providence
26874985.0,,,,,"Walk to the Beach from this Cozy, Coastal Retreat",,,,202137470,,,,,,,,,,,,,,,,,,Long Beach,,,33.75729,-118.13265,,Entire home/apt,,,,,,,188,1,,,,,,,,,,,,,165,,389,,,,2022-08-26,,,,,,,,,,4,,,,8.58,Late Summer,Other Cities
20018715.0,,,,,Hawaii Volcano Coffee Cottage,,,,142139083,,,,,,,,,,,,,,,,,,Puna,,,19.52513,-155.07533,,Entire home/apt,,,,,,,95,1,,,,,,,,,,,,,108,,389,,,,2022-09-06,,,,,,,,,,1,,,,6.79,Early Fall,Hawaii
13454124.0,,,,,"Cozy Guesthouse w pool, firepit & heated jacuzzi",,,,75604522,,,,,,,,,,,,,,,,,,Santa Clarita,,,34.37611,-118.55235,,Entire home/apt,,,,,,,247,2,,,,,,,,,,,,,323,,388,,,,2022-08-31,,,,,,,,,,1,,,,5.24,Late Summer,Other Cities
27714862.0,,,,,"Spacious, Private Oasis in Historic Brownstone",,,,5354200,,,,,,,,,,,,,,,,,,Bedford-Stuyvesant,,,40.68767,-73.93675,,Entire home/apt,,,,,,,215,1,,,,,,,,,,,,,306,,388,,,,2022-09-03,,,,,,,,,,1,,,,7.85,Early Fall,Brooklyn
36562506.0,,,,,Sun-drenched loft in the heart of Providence,,,,7740082,,,,,,,,,,,,,,,,,,Providence,,,41.82515,-71.40552,,Entire home/apt,,,,,,,200,1,,,,,,,,,,,,,38,,388,,,,2022-09-25,,,,,,,,,,2,,,,9.93,Early Fall,Providence
5536454.0,,,,,#1 guest house Bath&kitchen,,,,25690849,,,,,,,,,,,,,,,,,,Koreatown,,,34.05837,-118.31264,,Entire home/apt,,,,,,,87,30,,,,,,,,,,,,,73,,387,,,,2022-08-22,,,,,,,,,,6,,,,4.24,Late Summer,City of Los Angeles
1697116.0,,,,,☀ Private Garden w/ Ocean Views → Green Sands ☀,,,,8878219,,,,,,,,,,,,,,,,,,Kau,,,19.04009,-155.63623,,Entire home/apt,,,,,,,119,1,,,,,,,,,,,,,321,,387,,,,2022-08-31,,,,,,,,,,4,,,,3.55,Late Summer,Hawaii
752388.0,,,,,Quiet/Cozy Venice Beach - 1 BDR APT,,,,3655118,,,,,,,,,,,,,,,,,,Venice,,,33.98218,-118.4703,,Entire home/apt,,,,,,,128,30,,,,,,,,,,,,,334,,387,,,,2022-07-19,,,,,,,,,,1,,,,3.27,Early Summer,City of Los Angeles
2563611.0,,,,,Apartment 6,,,,1163315,,,,,,,,,,,,,,,,,,Harlem,,,40.80131,-73.95617,,Private room,,,,,,,239,3,,,,,,,,,,,,,0,,387,,,,2022-08-31,,,,,,,,,,1,,,,3.78,Late Summer,Manhattan
20696304.0,,,,,Art-Filled Industrial Loft in South Lake Union,,,,4335914,,,,,,,,,,,,,,,,,,South Lake Union,,,47.62171,-122.33888,,Entire home/apt,,,,,,,194,2,,,,,,,,,,,,,162,,387,,,,2022-09-14,,,,,,,,,,1,,,,6.35,Early Fall,Cascade
18310026.0,,,,,SilverLake Hillside Spacious Guest Apartment,,,,18982371,,,,,,,,,,,,,,,,,,Silver Lake,,,34.09073,-118.27229,,Entire home/apt,,,,,,,126,2,,,,,,,,,,,,,60,,386,,,,2022-08-22,,,,,,,,,,1,,,,5.9,Late Summer,City of Los Angeles
6106580.0,,,,,Puna Rainforest Retreat Hotspring Rainbow Cottage,,,,25115999,,,,,,,,,,,,,,,,,,Puna,,,19.44194,-154.94767,,Entire home/apt,,,,,,,145,1,,,,,,,,,,,,,273,,386,,,,2022-08-27,,,,,,,,,,5,,,,4.34,Late Summer,Hawaii
1713797.0,,,,,Venice House! 20ft from the Beach!,,,,9037281,,,,,,,,,,,,,,,,,,Venice,,,33.98351,-118.46748,,Entire home/apt,,,,,,,100,30,,,,,,,,,,,,,59,,386,,,,2022-08-01,,,,,,,,,,7,,,,3.56,Late Summer,City of Los Angeles
4240786.0,,,,,"Convenient, Comfortable, Cozy East Side Apartment",,,,574909,,,,,,,,,,,,,,,,,,Providence,,,41.84061,-71.40601,,Entire home/apt,,,,,,,149,1,,,,,,,,,,,,,66,,386,,,,2022-09-25,,,,,,,,,,1,,,,3.98,Early Fall,Providence
4279578.0,,,,,Bright GreenLake studio + free off-street parking,,,,22218808,,,,,,,,,,,,,,,,,,Green Lake,,,47.68239,-122.32743,,Entire home/apt,,,,,,,138,1,,,,,,,,,,,,,2,,386,,,,2022-08-24,,,,,,,,,,1,,,,4.02,Late Summer,Other neighborhoods
13494070.0,,,,,King Size Bedroom in Historic LBC Craftsman,,,,6412585,,,,,,,,,,,,,,,,,,Long Beach,,,33.7739,-118.19589,,Private room,,,,,,,79,1,,,,,,,,,,,,,224,,386,,,,2022-08-26,,,,,,,,,,2,,,,5.12,Late Summer,Other Cities
4525134.0,,,,,Private Apartment in Downtown L.A.,,,,23458539,,,,,,,,,,,,,,,,,,Westlake,,,34.06419,-118.28036,,Entire home/apt,,,,,,,176,1,,,,,,,,,,,,,29,,386,,,,2022-08-30,,,,,,,,,,1,,,,4.06,Late Summer,City of Los Angeles
19888832.0,,,,,Lava Lookout - Pele,,,,1705120,,,,,,,,,,,,,,,,,,Puna,,,19.35096,-154.99056,,Entire home/apt,,,,,,,49,1,,,,,,,,,,,,,0,,385,,,,2022-07-30,,,,,,,,,,4,,,,6.19,Early Summer,Hawaii
17224382.0,,,,,A: Private Guest House w/Parking,,,,115993728,,,,,,,,,,,,,,,,,,San Fernando,,,34.29364,-118.42719,,Entire home/apt,,,,,,,84,1,,,,,,,,,,,,,346,,385,,,,2022-08-22,,,,,,,,,,4,,,,5.71,Late Summer,Other Cities
9823290.0,,,,,Cozy Seattle Bedroom #1,,,,50596206,,,,,,,,,,,,,,,,,,Mount Baker,,,47.58649,-122.29296,,Private room,,,,,,,80,1,,,,,,,,,,,,,240,,385,,,,2022-09-12,,,,,,,,,,2,,,,4.67,Early Fall,Rainier Valley
27752247.0,,,,,Hyde Suites at Lincoln,,,,207839860,,,,,,,,,,,,,,,,,,Long Beach,,,33.82322,-118.22046,,Entire home/apt,,,,,,,83,1,,,,,,,,,,,,,324,,385,,,,2022-09-06,,,,,,,,,,2,,,,7.87,Early Fall,Other Cities
15917355.0,,,,,Tranquil Oasis in the City of Champions,,,,52819270,,,,,,,,,,,,,,,,,,Inglewood,,,33.95847,-118.32494,,Private room,,,,,,,93,1,,,,,,,,,,,,,168,,385,,,,2022-08-30,,,,,,,,,,2,,,,5.55,Late Summer,Other Cities
8385444.0,,,,,The Haven in Maple Leaf A,,,,44186779,,,,,,,,,,,,,,,,,,Maple Leaf,,,47.69245,-122.30942,,Entire home/apt,,,,,,,71,30,,,,,,,,,,,,,109,,385,,,,2022-07-16,,,,,,,,,,2,,,,4.56,Early Summer,Northgate
4067361.0,,,,,The Fountainhead Cottage  + Garden,,,,4158217,,,,,,,,,,,,,,,,,,Sherman Oaks,,,34.15763,-118.44655,,Entire home/apt,,,,,,,114,1,,,,,,,,,,,,,64,,385,,,,2022-08-28,,,,,,,,,,2,,,,4.0,Late Summer,City of Los Angeles
11343549.0,,,,,"Steps to Maui's Charley Young Beach, Condo Apt #6",,,,391722280,,,,,,,,,,,,,,,,,,Kihei-Makena,,,20.72609,-156.44974,,Entire home/apt,,,,,,,213,1,,,,,,,,,,,,,87,,385,,,,2022-09-06,,,,,,,,,,1,,,,4.83,Early Fall,Maui
17000038.0,,,,,East Side Indoor/Outdoor Private Retreat,,,,19983048,,,,,,,,,,,,,,,,,,Montecito Heights,,,34.0889,-118.20277,,Entire home/apt,,,,,,,113,1,,,,,,,,,,,,,7,,384,,,,2022-08-29,,,,,,,,,,1,,,,5.66,Late Summer,City of Los Angeles
14575964.0,,,,,Guesthouse Private Entry at Miracle Mile & Grove,,,,75177834,,,,,,,,,,,,,,,,,,Mid-Wilshire,,,34.05929,-118.35379,,Private room,,,,,,,164,30,,,,,,,,,,,,,139,,384,,,,2022-09-06,,,,,,,,,,3,,,,5.26,Early Fall,City of Los Angeles
6186330.0,,,,,Backyard Cottage in Venice,,,,3948732,,,,,,,,,,,,,,,,,,Venice,,,34.00175,-118.46242,,Entire home/apt,,,,,,,138,2,,,,,,,,,,,,,25,,384,,,,2022-09-08,,,,,,,,,,2,,,,5.05,Early Fall,City of Los Angeles
4693119.0,,,,,Wind Down in the Hot Tub at a Modern Arts and Crafts Studio,,,,11016274,,,,,,,,,,,,,,,,,,Long Beach,,,33.76993,-118.13758,,Entire home/apt,,,,,,,110,31,,,,,,,,,,,,,281,,384,,,,2022-07-05,,,,,,,,,,2,,,,4.06,Early Summer,Other Cities
28108095.0,,,,,Second Floor Retreat in Central Newport,,,,139384851,,,,,,,,,,,,,,,,,,Newport,,,41.49719,-71.30924,,Entire home/apt,,,,,,,268,1,,,,,,,,,,,,,152,,383,,,,2022-09-26,,,,,,,,,,2,,,,7.73,Early Fall,Newport
4925517.0,,,,,Theatre Row Lovely 1BR! Near Times Square!,,,,22210080,,,,,,,,,,,,,,,,,,Hell's Kitchen,,,40.7629,-73.98857,,Private room,,,,,,,141,2,,,,,,,,,,,,,88,,383,,,,2022-08-22,,,,,,,,,,2,,,,4.09,Late Summer,Manhattan
5162305.0,,,,,Spacious Garden Pied a Terre,,,,24915220,,,,,,,,,,,,,,,,,,Pacific Palisades,,,34.04609,-118.52318,,Private room,,,,,,,130,2,,,,,,,,,,,,,45,,383,,,,2022-09-08,,,,,,,,,,1,,,,4.15,Early Fall,City of Los Angeles
12011079.0,,,,,"2 BR apartment, easy subway, free parking",,,,63157637,,,,,,,,,,,,,,,,,,Broadway,,,47.62223,-122.31873,,Entire home/apt,,,,,,,205,1,,,,,,,,,,,,,28,,383,,,,2022-09-15,,,,,,,,,,1,,,,5.06,Early Fall,Capitol Hill
770046.0,,,,,Charming Hidden Spanish Bungalow in the Heart of Hollywood,,,,2972149,,,,,,,,,,,,,,,,,,Hollywood,,,34.09351,-118.32837,,Entire home/apt,,,,,,,132,30,,,,,,,,,,,,,155,,383,,,,2022-06-26,,,,,,,,,,1,,,,4.61,Early Summer,City of Los Angeles
15220.0,,,,,Best Location in NYC! TIMES SQUARE!,,,,59734,,,,,,,,,,,,,,,,,,Hell's Kitchen,,,40.75611,-73.99523,,Private room,,,,,,,92,2,,,,,,,,,,,,,283,,382,,,,2022-08-28,,,,,,,,,,2,,,,2.47,Late Summer,Manhattan
17483323.0,,,,,2BR Green Lake View Penthouse & Rooftop Deck,,,,17269911,,,,,,,,,,,,,,,,,,Green Lake,,,47.67421,-122.33314,,Entire home/apt,,,,,,,149,1,,,,,,,,,,,,,125,,382,,,,2022-09-11,,,,,,,,,,6,,,,5.88,Early Fall,Other neighborhoods
12399934.0,,,,,Silver Lake Guesthouse and Patio Close to All,,,,67049004,,,,,,,,,,,,,,,,,,Silver Lake,,,34.08837,-118.2682,,Entire home/apt,,,,,,,174,3,,,,,,,,,,,,,8,,381,,,,2022-08-29,,,,,,,,,,1,,,,4.91,Late Summer,City of Los Angeles
867626.0,,,,,"Cabin\ Bali Hut, tropical paradise",,,,3200626,,,,,,,,,,,,,,,,,,Puna,,,19.39903,-154.92766,,Entire home/apt,,,,,,,55,3,,,,,,,,,,,,,337,,381,,,,2022-08-18,,,,,,,,,,1,,,,3.24,Late Summer,Hawaii
36318290.0,,,,,Boutique Garden Suite w/PRIVATE ENTRANCE near JFK,,,,116589400,,,,,,,,,,,,,,,,,,Jamaica,,,40.6839,-73.80004,,Entire home/apt,,,,,,,129,1,,,,,,,,,,,,,142,,381,,,,2022-08-30,,,,,,,,,,1,,,,10.42,Late Summer,Queens
1959997.0,,,,,Kauai Palms Hotel - Cozy with Aloha,,,,10128150,,,,,,,,,,,,,,,,,,Lihue,,,21.97062,-159.36466,,Private room,,,,,,,175,1,,,,,,,,,,,,,330,,381,,,,2022-08-17,,,,,,,,,,11,,,,3.59,Late Summer,Kauai
13674799.0,,,,,Private suite in Carroll Gardens,,,,30066784,,,,,,,,,,,,,,,,,,Carroll Gardens,,,40.67788,-73.99874,,Private room,,,,,,,101,2,,,,,,,,,,,,,73,,381,,,,2022-09-03,,,,,,,,,,1,,,,5.33,Early Fall,Brooklyn
